accession_number	scientific_name	common_name	building	life_form	media_count
2013-0648A	Lagerstroemia indica	Crepe Flower,Crape Myrtle,Crepe Myrtle	NASM	Deciduous tree	3
2013-0658A	Gleditsia triacanthos var. inermis	Thornless Honey Locust	HMSG	Deciduous tree	7
2014-1235A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	3
2014-1238A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	3
2014-1236A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	3
2014-1231A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	3
2014-1232A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	3
2014-1241A	Crataegus viridis 'Winter King'	Green Hawthorn cultivar	NMNH	Deciduous tree	10
2014-1234A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	3
2014-1243A	Crataegus viridis 'Winter King'	Green Hawthorn cultivar	NMNH	Deciduous tree	20
2015-2167A	Gleditsia triacanthos var. inermis	Thornless Honey Locust	HMSG	Deciduous tree	4
2015-2168A	Gleditsia triacanthos var. inermis	Thornless Honey Locust	HMSG	Deciduous tree	4
2015-2195A	Chionanthus retusus 'Tokyo Tower'	Chinese fringetree cultivar		Deciduous tree	17
2017-0396A	Cornus kousa 'Triple Crown'	Kousa Dogwood Cultivar		Deciduous tree	4
2017-0416A	Magnolia kobus 'Wada's Memory'	Kobus Magnolia Cultivar		Deciduous tree	4
2017-0469A	Magnolia kobus 'Wada's Memory'	Kobus Magnolia Cultivar		Deciduous tree	10
2017-0418A	Cornus kousa 'Triple Crown'	Kousa Dogwood Cultivar		Deciduous tree	4
2017-0589A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NASM	Deciduous tree	3
2018-0013A	Zelkova serrata 'Green Vase'	Zelkova cultivar	NASM	Deciduous tree	3
2018-0002A	Gleditsia triacanthos var. inermis 'Shademaster'	Shademaster Thornless Honey Locust	HMSG	Deciduous tree	16
2018-0010A	Zelkova serrata 'Green Vase'	Zelkova cultivar	NASM	Deciduous tree	3
2018-0025A	Zelkova serrata 'Green Vase'	Zelkova cultivar	NASM	Deciduous tree	4
2018-0021A	Zelkova serrata 'Green Vase'	Zelkova cultivar	NASM	Deciduous tree	3
2018-0026A	Zelkova serrata 'Green Vase'	Zelkova cultivar	NASM	Deciduous tree	2
2018-0751A	Zelkova serrata 'Green Vase'	Zelkova cultivar	NASM	Deciduous tree	3
2018-0755A	Gleditsia triacanthos var. inermis 'Skycole' Skyline	Skyline Thornless Honeylocust	HMSG	Deciduous tree	5
2018-0766A	Magnolia × soulangeana	Chinese Magnolia,Saucer Magnolia		Deciduous tree	9
2018-0769A	Betula nigra 'BNMTF' Dura Heat	Black Birch,River Birch,Red Birch		Deciduous tree	3
2018-0763A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NMNH	Deciduous tree	3
2018-0757A	Gleditsia triacanthos var. inermis 'Skycole' Skyline	Skyline Thornless Honeylocust	HMSG	Deciduous tree	4
2018-0768A	Betula nigra 'BNMTF' Dura Heat	Black Birch,River Birch,Red Birch		Deciduous tree	3
2018-0759A	Gleditsia triacanthos var. inermis 'Skycole' Skyline	Skyline Thornless Honeylocust	HMSG	Deciduous tree	4
2018-1137A	Cornus 'KN30-8' VENUS	Hybrid Dogwood		Deciduous tree	3
2018-1141A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	4
2018-1138A	Cornus 'KN30-8' VENUS	Hybrid Dogwood		Deciduous tree	8
2018-1146A	Betula papyrifera 'Renci' Renaissance Reflection	Paper birch,White birch,Canoe birch,Renaissance Reflection Birch	NMNH	Deciduous tree	3
2018-1234A	Ulmus americana 'JFS-Prince II' Colonial Spirit	Colonial Spirit American Elm		Deciduous tree	9
2019-0216A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2019-0219A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2019-0226A	Quercus montana	Basket Oak,Chestnut Oak,Rock Oak		Deciduous tree	9
2019-0215A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2019-0217A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2019-0220A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2019-0279A	Cornus florida 'Cherokee Princess'	Cherokee Princess Flowering Dogwood		Deciduous tree	3
2019-0255A	Sequoiadendron giganteum 'Pendula'	Giant Sequoia cultivar	NMNH	Evergreen tree	2
2019-0275A	Chionanthus virginicus 'CV1049' SERENTITY	Fringetree cultivar		Deciduous tree	2
2019-0222A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2019-0265A	Quercus × 'QRSW18' STREET WISE	Oak hybrid cultivar		Deciduous tree	3
2019-0271A	Quercus shumardii 'QSSTH' PROMINENCE	Shumard Oak cultivar		Deciduous tree	2
2019-0254A	Sequoiadendron giganteum 'Pendulum'	Giant Sequoia cultivar	NMNH	Evergreen tree	10
2019-0272A	Quercus lyrata 'QLFTB' HIGHBEAM	Overcup oak cultivar		Deciduous tree	2
2019-0276A	Cornus florida 'Cherokee Princess'	Cherokee Princess Flowering Dogwood		Deciduous tree	2
2019-0256A	Liquidambar styraciflua 'Hapdell' HAPPIDAZE	Sweetgum cultivar	NMNH	Deciduous tree	7
2019-0277A	Cornus florida 'Cherokee Princess'	Cherokee Princess Flowering Dogwood		Deciduous tree	3
2019-0264A	Quercus texana 'QNFTA' HIGHPOINT	Texas Red Oak cultivar		Deciduous tree	3
2019-0317A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2019-0268A	Quercus lyrata 'QLFTB' HIGHBEAM	Overcup oak cultivar		Deciduous tree	3
2019-0270A	Quercus lyrata 'QLFTB' HIGHBEAM	Overcup oak cultivar		Deciduous tree	1
2019-0323A	Juniperus virginiana 'Taylor'	Eastern Red Cedar cultivar		Evergreen tree	1
2019-0325A	Juniperus virginiana 'Taylor'	Eastern Red Cedar cultivar		Evergreen tree	1
2019-0274A	Quercus shumardii 'QSSTH' PROMINENCE	Shumard Oak cultivar		Deciduous tree	3
2019-0316A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2019-0319A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2019-0320A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2019-0318A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2020-0039A	Robinia pseudoacacia	Black Locust,False Acacia,Yellow Locust		Deciduous tree	2
2020-0045A	Carya glabra	Swamp Hickory,Broom Hickory,Pignut Hickory	NMAI DC	Deciduous tree	1
2020-0038A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm		Deciduous tree	1
2020-0041A	Salix nigra	Swamp Willow,Dudley Willow,Goodding,Black Willow	NASM	Deciduous tree	2
2020-0044A	Cotinus coggygria	Smoke Bush,Venetian Sumach,Cloud Tree,Smoke Tree,Smoketree	NASM	Deciduous tree	10
2015-2217A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	2
2015-2216A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	3
2015-2214A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	8
2015-2215A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	2
2015-2212A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	4
2015-2218A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	1
2015-2219A	Bucida buceras 'Shady Lady'	Shady Lady Black Olive	NPG	Evergreen tree	1
2015-2199A	Halesia monticola var. vestita	Silverbell Tree,Carolina Silverbell,Mountain Silverbell		Deciduous tree	16
2011-0169A	Acer palmatum	Japanese Threadleaf Maple,Laceleaf Maple,Japanese Maple	HMSG	Deciduous tree	4
2011-0316A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	4
2011-0319A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-0395A	Acer palmatum 'Tamukeyama'	Japanese maple	SI Castle	Deciduous tree	14
2011-0402A	Acer palmatum 'Atropurpureum'	Japanese Red Maple	Freer	Deciduous tree	12
2011-0431A	Acer palmatum 'Sango Kaku'	Japanese Maple,Coral Bark Japanese Maple		Deciduous tree	7
2011-0423A	Acer palmatum 'Sango Kaku'	Japanese Maple,Coral Bark Japanese Maple		Deciduous tree	20
2011-2623A	Acer palmatum 'Sango Kaku'	Japanese Maple,Coral Bark Japanese Maple		Deciduous tree	4
2011-2777A	Acer negundo	Boxelder Maple,Manitoba Maple,Box Elder,Ash-leaved Maple,Three-leaf Maple		Deciduous tree	2
2011-2748A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2799A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2823A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2803A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-3025A	Acer negundo	Boxelder Maple,Manitoba Maple,Box Elder,Ash-leaved Maple,Three-leaf Maple		Deciduous tree	6
2011-0166A	Hamamelis × intermedia 'Arnold Promise'	Arnold Promise Witch Hazel,Witch Hazel	HMSG	Deciduous shrub/sub-shrub	9
2011-0419A	Hamamelis × intermedia 'Arnold Promise'	Arnold Promise Witch Hazel,Witch Hazel		Deciduous shrub/sub-shrub	8
2011-1062A	Cercis canadensis	Judas Tree,Eastern Redbud	NMNH	Deciduous tree	14
2011-2644A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2011-2642A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2019-0218A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2019-0221A	Ginkgo biloba 'Princeton Sentry'	Maidenhair Tree,Princeton Sentry Ginkgo	NMAH	Deciduous tree	3
2011-1401A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch	NMAI DC	Deciduous tree	3
2011-1414A	Carpinus caroliniana	American Hornbeam,Water Beech,Blue Beech,Iron Wood,Ironwood,Musclewood	NMAI DC	Deciduous tree	5
2011-1428A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch	NMAI DC	Deciduous tree	12
2011-1488A	Carpinus caroliniana	American Hornbeam,Water Beech,Blue Beech,Iron Wood,Ironwood,Musclewood	NMAI DC	Deciduous tree	4
2011-1484A	Carpinus caroliniana	American Hornbeam,Water Beech,Blue Beech,Iron Wood,Ironwood,Musclewood	NMAI DC	Deciduous tree	2
2011-1470A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch	NMAI DC	Deciduous tree	2
2011-2797A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch		Deciduous tree	2
2011-2976A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch		Deciduous tree	1
2017-0463A	Carpinus caroliniana	American Hornbeam,Water Beech,Blue Beech,Iron Wood,Ironwood,Musclewood		Deciduous tree	4
2019-0328A	Callitropsis nootkatensis 'Pendula'	Weeping Yellow Cedar,Weeping Alaskan Cedar,Weeping Nootka Cypress,Weeping Sitka Cypress	SI Castle	Evergreen tree	8
2019-0327A	Callitropsis nootkatensis 'Pendula'	Weeping Yellow Cedar,Weeping Alaskan Cedar,Weeping Nootka Cypress,Weeping Sitka Cypress	SI Castle	Evergreen tree	2
2019-0329A	Callitropsis nootkatensis 'Pendula'	Weeping Yellow Cedar,Weeping Alaskan Cedar,Weeping Nootka Cypress,Weeping Sitka Cypress	SI Castle	Evergreen tree	2
2011-0595A	Calocedrus decurrens	California Incense Cedar,California Calocedar,White Cedar,Post Cedar,Bastard Cedar,California White Cedar		Evergreen tree	10
2011-0579A	Betula papyrifera	Paperbark Birch,Silver Birch,White Birch,Canoe Birch,Paper Birch		Deciduous tree	20
2011-1043A	Carpinus caroliniana	American Hornbeam,Water Beech,Blue Beech,Iron Wood,Ironwood,Musclewood	NMNH	Deciduous tree	12
2011-1430A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch	NMAI DC	Deciduous tree	5
2011-1427A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch	NMAI DC	Deciduous tree	1
2011-1436A	Betula nigra	Black Birch,River Birch,Water Birch,Red Birch	NMAI DC	Deciduous tree	1
2011-1463A	Carpinus caroliniana	American Hornbeam,Water Beech,Blue Beech,Iron Wood,Ironwood,Musclewood	NMAI DC	Deciduous tree	11
2011-1486A	Carpinus caroliniana	American Hornbeam,Water Beech,Blue Beech,Iron Wood,Ironwood,Musclewood	NMAI DC	Deciduous tree	6
2019-0330A	Callitropsis nootkatensis 'Pendula Glauca'	Weeping Yellow Cedar,Weeping Alaskan Cedar,Weeping Nootka Cypress,Weeping Sitka Cypress	SI Castle	Evergreen tree	10
2011-0513A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	5
2011-0515A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	5
2011-0514A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	18
2011-0549A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	6
2011-0548A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	3
2011-0550A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	3
2011-0551A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	6
2011-0607A	Chamaecyparis thyoides	White Cedar,Atlantic White Cedar,White Cedar False Cypress,Atlantic White Cypress,Southern White Cedar,Swamp Cedar		Evergreen tree	4
2011-0604A	Chamaecyparis thyoides	White Cedar,Atlantic White Cedar,White Cedar False Cypress,Atlantic White Cypress,Southern White Cedar,Swamp Cedar		Evergreen tree	17
2011-0994A	Cephalanthus occidentalis	Globe-flowered Bush,Swamp Globeflower,White Pond-dogwood,Button Bush,Honey Balls,Button Willow,Common Buttonbush	NMNH	Deciduous shrub/sub-shrub	17
2011-1005A	Cephalanthus occidentalis	Globe-flowered Bush,Swamp Globeflower,White Pond-dogwood,Button Bush,Honey Balls,Button Willow,Common Buttonbush	NMNH	Deciduous shrub/sub-shrub	6
2011-1044A	Diospyros virginiana	Butterwood,Persimmon,White Ebony,Bara-bara,Common Persimmon,Virginian Date Plum,American Date Plum,Possum Wood,American Ebony,American Persimmon,Boa-wood	NMNH	Deciduous tree	12
2011-1042A	Diospyros virginiana	Butterwood,Persimmon,White Ebony,Bara-bara,Common Persimmon,Virginian Date Plum,American Date Plum,Possum Wood,American Ebony,American Persimmon,Boa-wood	NMNH	Deciduous tree	11
2012-1387A	Cephalotaxus harringtonia	Cows-tail pine,Chinese Plum Yew,Plum Fruit Yew,Harrington Plum Yew,Japanese Plum Yew	NMAH	Evergreen tree	8
2012-1388A	Cephalotaxus harringtonia	Cows-tail pine,Chinese Plum Yew,Plum Fruit Yew,Harrington Plum Yew,Japanese Plum Yew	NMAH	Evergreen tree	6
2012-1386A	Cephalotaxus harringtonia	Cows-tail pine,Chinese Plum Yew,Plum Fruit Yew,Harrington Plum Yew,Japanese Plum Yew	NMAH	Evergreen tree	5
2012-1464A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	3
2012-1468A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	3
2012-1469A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	6
2012-1465A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	3
2012-1466A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	9
2012-1467A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	3
2012-1471A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	14
2012-1472A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	13
2012-1470A	Chionanthus retusus	Chinese Fringe Tree	NMNH	Deciduous tree	12
2014-1239A	Cornus alternifolia	Green Osier,Alternate-leaved Dogwood,Pagoda Dogwood	NMNH	Deciduous tree	13
2015-2184A	Cedrus deodara 'Shalimar'	Himalayan cedar,Shalimar Deodar Cedar,Deodar	Freer	Evergreen tree	17
2015-2183A	Cedrus deodara 'Shalimar'	Himalayan cedar,Shalimar Deodar Cedar,Deodar	Freer	Evergreen tree	11
2017-0426A	Cercidiphyllum japonicum	Katsura Tree		Deciduous tree	4
2018-0760A	Castanea dentata	American Sweet Chestnut,American Chestnut	NMNH	Deciduous tree	15
2018-0761A	Castanea dentata	American Sweet Chestnut,American Chestnut	NMNH	Deciduous tree	4
2018-0765A	Cedrus deodara	Indian Cedar,Himalayan Cedar,Deodar Cedar,Fountain Tree	NMAH	Evergreen tree	10
2018-0750A	Castanea pumila	Chinquapin,Allegheny Chinkapin,Dwarf Chestnut	NMAI DC	Deciduous tree	7
2011-0496A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree		Deciduous tree	4
2011-0592A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree		Deciduous tree	9
2011-0952A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree	NMNH	Deciduous tree	8
2011-0951A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree	NMNH	Deciduous tree	9
2011-0954A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree	NMNH	Deciduous tree	14
2011-0955A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree	NMNH	Deciduous tree	4
2011-0953A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree	NMNH	Deciduous tree	5
2014-1257A	Juniperus rigida	Needle Juniper,Temple Juniper		Evergreen tree	11
2015-2179A	Hesperocyparis glabra 'Blue Ice'	Arizona Smooth Cypress cultivar		Evergreen tree	14
2017-0405A	Fagus grandifolia	Purple Beech,American Beech		Deciduous tree	5
2017-0414A	Fagus grandifolia	Purple Beech,American Beech		Deciduous tree	4
2017-0398A	Fagus grandifolia	Purple Beech,American Beech		Deciduous tree	4
2017-0417A	Fagus grandifolia	Purple Beech,American Beech		Deciduous tree	4
2017-0435A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree		Deciduous tree	4
2017-0438A	Ginkgo biloba	Maidenhair Tree,Ginkgo Tree		Deciduous tree	4
2011-1027A	Juniperus virginiana	Virginia Cedar,Eastern Redcedar,Red Cedar	NMNH	Evergreen tree	11
2011-1068A	Juniperus virginiana	Virginia Cedar,Eastern Redcedar,Red Cedar	NMNH	Evergreen tree	3
2011-2636A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	3
2011-2637A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	3
2011-2737A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2011-2640A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	3
2011-2758A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2011-2798A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2012-1442A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2012-1443A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	2
2012-1441A	Liquidambar styraciflua	American Sweetgum,Sweetgum,American Storax		Deciduous tree	4
2013-0633A	Juniperus virginiana	Virginia Cedar,Eastern Redcedar,Red Cedar	NASM	Evergreen tree	2
2014-1247A	Juniperus virginiana	Virginia Cedar,Eastern Redcedar,Red Cedar	NMNH	Evergreen tree	4
2014-1248A	Juniperus virginiana	Virginia Cedar,Eastern Redcedar,Red Cedar	NMNH	Evergreen tree	10
2011-0185A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	HMSG	Evergreen tree	3
2011-0187A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	HMSG	Evergreen tree	10
2011-0186A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	HMSG	Evergreen tree	10
2011-0443A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NPG	Evergreen tree	3
2011-0444A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NPG	Evergreen tree	3
2011-0499A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	Freer	Evergreen tree	9
2011-0442A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NPG	Evergreen tree	14
2011-0500A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay		Evergreen tree	19
2011-0527A	Magnolia stellata	Star Magnolia	Freer	Deciduous tree	20
2011-0542A	Pinus bungeana	Bunge's Pine,Chinese Lacebark Pine,Lacebark Pine		Evergreen tree	17
2011-0622A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NMAH	Semi-evergreen tree	3
2011-0623A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NMAH	Semi-evergreen tree	3
2011-0780A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMAH	Evergreen tree	3
2011-0779A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMAH	Evergreen tree	3
2011-0789A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMAH	Evergreen tree	2
2011-0788A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMAH	Evergreen tree	2
2011-0859A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NMAH	Semi-evergreen tree	11
2011-0861A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NMAH	Semi-evergreen tree	3
2011-0862A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMAH	Evergreen tree	6
2011-0925A	Metasequoia glyptostroboides	Water Fir,Dawn Redwood	NMNH	Deciduous tree	17
2011-0916A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMNH	Evergreen tree	11
2011-0927A	Metasequoia glyptostroboides	Water Fir,Dawn Redwood	NMNH	Deciduous tree	10
2011-0987A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NMNH	Semi-evergreen tree	6
2011-0996A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia	NMNH	Semi-evergreen tree	4
2011-1012A	Nyssa sylvatica	Common Tupelo Tree,Blackgum,Sour Gum,Black Tupelo	NMNH	Deciduous tree	12
2011-1016A	Nyssa aquatica	Water Tupelo,Tupelo Gum,Cotton Gum,Swamp Tupelo	NMNH	Deciduous tree	11
2011-1253A	Metasequoia glyptostroboides	Water Fir,Dawn Redwood	NASM	Deciduous tree	4
2011-1085A	Metasequoia glyptostroboides	Water Fir,Dawn Redwood	NMNH	Deciduous tree	13
2011-1276A	Pinus cembra	Siberian Cedar,Swiss Stone Pine,Russian Cedar,Arolla Pine	NASM	Evergreen tree	8
2011-1409A	Nyssa aquatica	Water Tupelo,Tupelo Gum,Cotton Gum,Swamp Tupelo	NMAI DC	Deciduous tree	1
2011-1433A	Nyssa aquatica	Water Tupelo,Tupelo Gum,Cotton Gum,Swamp Tupelo	NMAI DC	Deciduous tree	1
2011-1441A	Nyssa sylvatica	Common Tupelo Tree,Blackgum,Sour Gum,Black Tupelo	NMAI DC	Deciduous tree	11
2011-1473A	Liriodendron tulipifera	Whitewood,Tulip Poplar,Lyre Tree,Saddle Tree,Canoewood,Tulip Tree,Tulip Magnolia	NMAI DC	Deciduous tree	2
2011-1481A	Liriodendron tulipifera	Whitewood,Tulip Poplar,Lyre Tree,Saddle Tree,Canoewood,Tulip Tree,Tulip Magnolia	NMAI DC	Deciduous tree	3
2011-1471A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMAI DC	Evergreen tree	15
2011-1472A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay	NMAI DC	Evergreen tree	11
2011-1474A	Liriodendron tulipifera	Whitewood,Tulip Poplar,Lyre Tree,Saddle Tree,Canoewood,Tulip Tree,Tulip Magnolia	NMAI DC	Deciduous tree	11
2011-2649A	Picea abies	White Spruce,European Spruce,Norway Spruce		Evergreen tree	1
2011-2671A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	2
2011-2650A	Picea abies	White Spruce,European Spruce,Norway Spruce		Evergreen tree	10
2011-2672A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	2
2011-2673A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	2
2011-2680A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay		Evergreen tree	2
2011-2681A	Magnolia grandiflora	Southern Magnolia,Laurel Magnolia,Bull Bay		Evergreen tree	2
2011-2730A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2670A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	2
2011-2729A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2727A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2772A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2768A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2773A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2769A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
2011-2728A	Magnolia virginiana	Laurel magnolia,Swamp Bay,Swamp Magnolia,Sweetbay,Sweetbay Magnolia		Semi-evergreen tree	1
